resource,path,method,summary,parameter_count,parameters
/tenantclients,/tenantclients.json/{tenantId}/online,GET,List online Clients for Tenant,5,"[""name : tenantId\ndescription : ID of Tenant whose Clients need to be fetched\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""name : start\ndescription : The start index of the return list, default as 0\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : int\n"", ""name : count\ndescription : The size of the return list, default as 50\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : int\n"", ""name : sortBy\ndescription : The property by which the returned list is sorted, default as 'clientMacAddress'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""clientMacAddress\"", \""clientHostName\"", \""capability\"", \""lastSeen\"", \""manufacturer\"", \""deviceType\"", \""deviceClass\"", \""online\"", \""ipAddress\"", \""activeHostIp\"", \""operatingMode\"", \""lastArrayHostName\"", \""location\"", \""sessionLength\"", \""rssi\"", \""txConnectRate\"", \""rxConnectRate\"", \""band\"", \""channel\"", \""iap\"", \""txthroughput\"", \""rxthroughput\"", \""throughput\"", \""totalBytes\"", \""txTotalRetries\"", \""txTotalErrors\"", \""txPackets\"", \""txBytes\"", \""rxTotalRetries\"", \""rxTotalErrors\"", \""rxPackets\"", \""rxBytes\"", \""retryPct\"", \""errorPct\"", \""keyMgmt\"", \""encType\"", \""cipher\"", \""ssid\"", \""vlan\"", \""userName\"", \""profileName\"", \""status\"", \""onlineStatus\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n"", ""name : sortOrder\ndescription : Sort order, default as 'asc'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""asc\"", \""desc\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n""]"
/alerts,/alerts.json/summary,GET,Get Alert Summary,0,[]
/alerts,/alerts.json/,GET,Get Alerts,7,"[""name : severity\ndescription : Display the Severity of Alert, Default as 'ALL'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""ALL\"", \""HIGH\"", \""MEDIUM\"", \""LOW\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n"", ""name : state\ndescription : Display the State of Alert ,Default as 'OPEN'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""ALL\"", \""OPEN\"", \""CLOSED\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n"", ""name : acknowledged\ndescription : Display the State of Alert ,Default as 'ALL'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""ALL\"", \""ACKNOWLEDGED\"", \""UNACKNOWLEDGED\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n"", ""name : start\ndescription : The start index of the return list, default as 0\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : int\n"", ""name : count\ndescription : The size of the return list, default as 50\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : int\n"", ""name : sortBy\ndescription : The property by which the returned list is sorted, default as 'createdTime'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""severity\"", \""state\"", \""source\"", \""type\"", \""createdTime\"", \""closedTime\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n"", ""name : sortOrder\ndescription : Sort order, default as 'desc'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""asc\"", \""desc\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n""]"
/alerts,/alerts.json/acknowledge,PUT,Acknowledge Alerts,1,"[""description : Alert Ids\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : List[string]\n""]"
/alerts,/alerts.json/unacknowledge,PUT,Unacknowledge Alerts,1,"[""description : Alert Ids\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : List[string]\n""]"
/globalsettings,/globalsettings.json/news/url,GET,Get 'Whats New' url,0,[]
/globalsettings,/globalsettings.json/news/url,PUT,Set 'Whats New' url,1,"[""name : url\ndescription : URL for news infobox\nparamType : query\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/globalsettings,/globalsettings.json/alerts/enable,PUT,Enable Alert Feature,0,[]
/globalsettings,/globalsettings.json/alerts/disable,PUT,Disable Alert Feature,0,[]
/globalsettings,/globalsettings.json/xms/normal,PUT,Flag XMS system to be normal,0,[]
/globalsettings,/globalsettings.json/cache/refresh,GET,Refresh Feature Cache,0,[]
/radios,/radios.json/{arrayId},GET,Get Radios for Array,1,"[""name : arrayId\ndescription : ID of Array to fetch Radios\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/radios,/radios.json/{arrayId},PUT,Update Radios for Array,2,"[""name : arrayId\ndescription : ID of Array to update\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""description : Updated Radios\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : List[RadioDto]\n""]"
/files,/files.json/captiveportal/images,GET,List Images,0,[]
/files,/files.json/captiveportal/images,DELETE,Delete Images,1,"[""name : fileNames\ndescription : Name of Image that needs to be deleted\nparamType : query\nrequired : true\nallowMultiple : false\ndataType : List[string]\n""]"
/files,/files.json/captiveportal/images,POST,Upload Image File,1,"[""description : File to be uploaded\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : FileParamDto\n""]"
/files,/files.json/floorplan/images,GET,List Floor Plans,0,[]
/files,/files.json/floorplan/images,DELETE,Delete Floor Plan,1,"[""name : fileNames\ndescription : Name of Image that needs to be deleted\nparamType : query\nrequired : true\nallowMultiple : false\ndataType : List[string]\n""]"
/files,/files.json/floorplan/images,POST,Upload Floor Plan,1,"[""description : File to be uploaded\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : FileParamDto\n""]"
/maintenance,/maintenance.json/upgradeTenantSchema,GET,Upgrade Tenant Schema,1,"[""name : tenantId\ndescription : Tenant ID (Optional)\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : string\n""]"
/maintenance,/maintenance.json/upgradeGlobalSchema,GET,Upgrade Global Schema,0,[]
/maintenance,/maintenance.json/convertAosVersionInfo,POST,Convert AosVersionInfo,1,"[""description : TenantIds (optional)\nparamType : body\nrequired : false\nallowMultiple : false\ndataType : List[string]\n""]"
/maintenance,/maintenance.json/removeOrphanedAosConfigIds,POST,Remove orphaned AOS Config ids,1,"[""description : TenantIds (optional)\nparamType : body\nrequired : false\nallowMultiple : false\ndataType : List[string]\n""]"
/maintenance,/maintenance.json/updateProfiles,PUT,Update Profiles,1,"[""description : TenantIds (optional)\nparamType : body\nrequired : false\nallowMultiple : false\ndataType : List[string]\n""]"
/maintenance,/maintenance.json/missingRefsToProfileConfigs,POST,View Profile Configs Missing reference from Profile After Data Conversion,1,"[""description : TenantIds (optional)\nparamType : body\nrequired : false\nallowMultiple : false\ndataType : List[string]\n""]"
/maintenance,/maintenance.json/logDataConversionEdgeCases,POST,Trigger logging of edge case data conversion records,1,"[""description : TenantIds (optional)\nparamType : body\nrequired : false\nallowMultiple : false\ndataType : List[string]\n""]"
/maintenance,/maintenance.json/convertUserDashboardIds,GET,Convert the User Dashboard IDs,0,[]
/maintenance,/maintenance.json/convertMobilizeState,POST,Convert Mobilize State,1,"[""description : TenantIds (optional)\nparamType : body\nrequired : false\nallowMultiple : false\ndataType : List[string]\n""]"
/maintenance,/maintenance.json/missingMobilizeState,POST,View Missing Mobilize States After Data Conversion,1,"[""description : TenantIds (optional)\nparamType : body\nrequired : false\nallowMultiple : false\ndataType : List[string]\n""]"
/maintenance,/maintenance.json/convertAosConfigs,POST,Convert AOS Configs,1,"[""description : TenantIds (optional)\nparamType : body\nrequired : false\nallowMultiple : false\ndataType : List[string]\n""]"
/maintenance,/maintenance.json/missingAosConfigs,POST,View Missing Aos Configs After Data Conversion,1,"[""description : TenantIds (optional)\nparamType : body\nrequired : false\nallowMultiple : false\ndataType : List[string]\n""]"
/floorplans,/floorplans.json/building/{buildingId},POST,Duplicate Building,1,"[""name : buildingId\ndescription : ID of Building to duplicate\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/floorplans,/floorplans.json/building/{buildingId},GET,Get Building,1,"[""name : buildingId\ndescription : ID of Building to be fetched\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/floorplans,/floorplans.json/building/{buildingId},PUT,Update Building,2,"[""name : buildingId\ndescription : ID of Building to update\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""description : Updated Building\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : BuildingDto\n""]"
/floorplans,/floorplans.json/{floorplanId}/arrays,PUT,Set or Update Arrays for Floorplan,2,"[""name : floorplanId\ndescription : Floorplan ID\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""description : Arrays to add to or update in Floorplan\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : List[FloorplanArrayDto]\n""]"
/floorplans,/floorplans.json/{floorplanId}/arrays,GET,List Arrays for Floorplan,1,"[""name : floorplanId\ndescription : Floorplan ID to fetch Arrays\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/floorplans,/floorplans.json/{floorplanId}/heat,GET,Get heat,1,"[""name : floorplanId\ndescription : Floorplan ID\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/floorplans,/floorplans.json/{floorplanId}/duplicate,POST,Duplicate Floorplan,1,"[""name : floorplanId\ndescription : ID of Floorplan to duplicate\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/floorplans,/floorplans.json/orderFloors,PUT,Order Floorplans,1,"[""description : List of Floorplans to update order\nparamType : body\nrequired : false\nallowMultiple : false\ndataType : List[FloorplanDto]\n""]"
/floorplans,/floorplans.json/{buildingId},POST,Add Floorplan,2,"[""name : buildingId\ndescription : Building ID to add Floorplans to\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""description : New Floorplans\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : List[FloorplanDto]\n""]"
/floorplans,/floorplans.json/{buildingId},PUT,Update Floorplans,2,"[""name : buildingId\ndescription : Building ID to update Floorplans in\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""description : Updated Floorplans\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : List[FloorplanDto]\n""]"
/floorplans,/floorplans.json/building,GET,List Buildings,4,"[""name : start\ndescription : The start index of the return list, default as 0\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : int\n"", ""name : count\ndescription : The size of the return list, default as 50\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : int\n"", ""name : sortBy\ndescription : The property by which the returned list is sorted, default as 'name'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""name\"", \""floorCount\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n"", ""name : sortOrder\ndescription : Sort order, default as 'asc'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""asc\"", \""desc\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n""]"
/floorplans,/floorplans.json/building,POST,Add Building,1,"[""description : New Building\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : BuildingDto\n""]"
/floorplans,/floorplans.json/building,DELETE,Delete Building,1,"[""description : Building IDs\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : List[string]\n""]"
/floorplans,/floorplans.json/{buildingId}/floors,GET,List Floorplans for Building,1,"[""name : buildingId\ndescription : ID of Building for Floors to be fetched\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/floorplans,/floorplans.json/{floorplanId},GET,Get Floorplan,1,"[""name : floorplanId\ndescription : ID of Floorplan to be fetched\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/floorplans,/floorplans.json/,DELETE,Delete Floorplan,1,"[""description : Floorplan IDs\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : List[string]\n""]"
/floorplans,/floorplans.json/arrays,GET,List Arrays,0,[]
/tenants,/tenants.json/suspend/{tenantId},PUT,Suspend Tenant,1,"[""name : tenantId\ndescription : ID of Tenant to suspend\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/tenants,/tenants.json/resume/{tenantId},PUT,Resume Suspended Tenant,1,"[""name : tenantId\ndescription : ID of Tenant to resume\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/tenants,/tenants.json/name/{tenantName},GET,Get Tenant by Name,5,"[""name : tenantName\ndescription : Name of Tenant to be fetched\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""name : start\ndescription : The start index of the return list, default as 0\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : int\n"", ""name : count\ndescription : The size of the return list, default as 50\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : int\n"", ""name : sortBy\ndescription : The property by which the returned list is sorted, default as 'name'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""name\"", \""erpId\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n"", ""name : sortOrder\ndescription : Sort order, default as 'asc'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""asc\"", \""desc\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n""]"
/tenants,/tenants.json/maintenance/{tenantId},PUT,Update Tenant Maintenance Window,2,"[""name : tenantId\ndescription : ID of Tenant to be updated\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""description : Updated Tenant Maintenance Window\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : TenantMaintenanceWindowDto\n""]"
/tenants,/tenants.json/maintenance/{tenantId},GET,Get Tenant Maintenance Window,1,"[""name : tenantId\ndescription : ID of Tenant\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/tenants,/tenants.json/search,GET,Search Tenant,1,"[""name : search\ndescription : Search value\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : string\n""]"
/tenants,/tenants.json/backoffice/arrays/summary/{tenantId},GET,Get Array counts for Tenant,1,"[""name : tenantId\ndescription : ID of Tenant to fetch Array summary\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/tenants,/tenants.json/circles,GET,List Tenants For Circles,4,"[""name : start\ndescription : The start index of the return list, default as 0\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : int\n"", ""name : count\ndescription : The size of the return list, default as 50\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : int\n"", ""name : sortBy\ndescription : The property by which the returned list is sorted, default as 'name'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""name\"", \""erpId\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n"", ""name : sortOrder\ndescription : Sort order, default as 'asc'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""asc\"", \""desc\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n""]"
/tenants,/tenants.json/{tenantId},GET,Get Tenant,1,"[""name : tenantId\ndescription : ID of Tenant that needs to be fetched\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/tenants,/tenants.json/{tenantId},PUT,Update Tenant,2,"[""name : tenantId\ndescription : ID of Tenant to be updated\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""description : Updated Tenant\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : TenantDto\n""]"
/tenants,/tenants.json/{tenantId},DELETE,Delete Tenant,1,"[""name : tenantId\ndescription : ID of Tenant that needs to be deleted\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/tenants,/tenants.json/erp-id/{erpId},GET,Get Tenant by ERP-ID,1,"[""name : erpId\ndescription : ERP-ID of Tenant to be fetched\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/tenants,/tenants.json/current,GET,Get current Tenant,0,[]
/tenants,/tenants.json/,POST,Add Tenant,1,"[""description : New Tenant\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : TenantDto\n""]"
/tenants,/tenants.json/,GET,List Tenants,4,"[""name : start\ndescription : The start index of the return list, default as 0\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : int\n"", ""name : count\ndescription : The size of the return list, default as 50\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : int\n"", ""name : sortBy\ndescription : The property by which the returned list is sorted, default as 'name'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""name\"", \""erpId\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n"", ""name : sortOrder\ndescription : Sort order, default as 'asc'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""asc\"", \""desc\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n""]"
/tenants,/tenants.json/shard/{shardId},POST,Add Tenant to specified Shard,2,"[""name : shardId\ndescription : ID of Shard where Tenant to be created\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""description : New Tenant\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : TenantDto\n""]"
/tenants,/tenants.json/{tenantId}/arrays,GET,List Arrays for Tenant,5,"[""name : tenantId\ndescription : ID of Tenant whose Arrays need to be fetched\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""name : start\ndescription : The start index of the return list, default as 0\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : int\n"", ""name : count\ndescription : The size of the return list, default as 50\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : int\n"", ""name : sortBy\ndescription : The property by which the returned list is sorted, default as 'baseMacAddress'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""baseMacAddress\"", \""actualIpAddress\"", \""serialNumber\"", \""aosVersion\"", \""activationStatus\"", \""recentActivation\"", \""hostName\"", \""location\"", \""onlineStatus\"", \""actualNetmask\"", \""actualGateway\"", \""licenseKey\"", \""licensedAosVersion\"", \""arrayModel\"", \""manufacturer\"", \""baseIapMacAddress\"", \""profileName\"", \""clients\"", \""rxBytes\"", \""txBytes\"", \""totalBytes\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n"", ""name : sortOrder\ndescription : Sort order, default as 'asc'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""asc\"", \""desc\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n""]"
/tenants,/tenants.json/{tenantId}/arrays,POST,Add Arrays to Tenant,2,"[""name : tenantId\ndescription : ID of Tenant to add Arrays\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""description : List of new Arrays\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : List[XirrusArrayDto]\n""]"
/tenants,/tenants.json/{tenantId}/arrays,PUT,Assign Arrays to Tenant,2,"[""name : tenantId\ndescription : ID of Tenant to whom the Arrays need to be assigned\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""description : The list of Array IDs\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : List[string]\n""]"
/tenants,/tenants.json/{tenantId}/arrays/{arrayId},PUT,Update Array for Tenant,3,"[""name : tenantId\ndescription : ID of Tenant whose Array needs to be updated\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""name : arrayId\ndescription : ID of Array to be updated\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""description : Updated Array\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : XirrusArrayDto\n""]"
/tenants,/tenants.json/{tenantId}/arrays/{arrayId},DELETE,Delete Array for Tenant,2,"[""name : tenantId\ndescription : ID of Tenant whose Array needs to be deleted\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""name : arrayId\ndescription : ID of Array that needs to be deleted\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/tenants,/tenants.json/{tenantId}/users,GET,List Users for Tenant,5,"[""name : tenantId\ndescription : ID of Tenant whose users need to be fetched\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""name : start\ndescription : The start index of the return list, default as 0\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : int\n"", ""name : count\ndescription : The size of the return list, default as 50\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : int\n"", ""name : sortBy\ndescription : The property by which the returned list is sorted, default as 'email'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""email\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n"", ""name : sortOrder\ndescription : Sort order, default as 'asc'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""asc\"", \""desc\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n""]"
/tenants,/tenants.json/{tenantId}/users,POST,Add User for Tenant,2,"[""name : tenantId\ndescription : ID of Tenant whose User needs to be added\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""description : New User\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : UserDto\n""]"
/tenants,/tenants.json/{tenantId}/users/{userId},GET,Get User for Tenant,2,"[""name : tenantId\ndescription : ID of Tenant whose User needs to be fetched\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""name : userId\ndescription : ID of User that needs to be fetched\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/tenants,/tenants.json/{tenantId}/users/{userId},PUT,Update User for Tenant,3,"[""name : tenantId\ndescription : ID of Tenant whose User needs to be updated\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""name : userId\ndescription : ID of User to be updated\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""description : Updated User\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : UserDto\n""]"
/tenants,/tenants.json/{tenantId}/users/{userId},DELETE,Delete User for Tenant,2,"[""name : tenantId\ndescription : ID of Tenant whose User needs to be deleted\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""name : userId\ndescription : ID of User who needs to be deleted\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/tenants,/tenants.json/{tenantId}/users/email/{email},GET,Get User for Tenant by email,2,"[""name : tenantId\ndescription : ID of Tenant whose User needs to be fetched\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""name : email\ndescription : email of User who needs to be fetched\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/tenants,/tenants.json/{tenantId}/auditlog,GET,List Audit Logs for Date Range for Tenant,5,"[""name : tenantId\ndescription : ID of Tenant whose Audit Log needs to be fetched\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""name : start\ndescription : The start index of the return list, default as 0\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : int\n"", ""name : count\ndescription : The size of the return list, default as 50\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : int\n"", ""name : sortBy\ndescription : The property by which the returned list is sorted, default as 'startTime'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""startTime\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n"", ""name : sortOrder\ndescription : Sort order, default as 'asc'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""asc\"", \""desc\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n""]"
/tenants,/tenants.json/maintenance,GET,Get Current Tenant Maintenance Window,0,[]
/tenants,/tenants.json/maintenance,PUT,Update Current Tenant Maintenance Window,1,"[""description : Updated Tenant Maintenance Window\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : TenantMaintenanceWindowDto\n""]"
/tenants,/tenants.json/backoffice/arrays/{tenantId},GET,List backoffice information for Arrays for Tenant,5,"[""name : tenantId\ndescription : ID of Tenant whose Arrays need to be fetched\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""name : start\ndescription : The start index of the return list, default as 0\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : int\n"", ""name : count\ndescription : The size of the return list, default as 50\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : int\n"", ""name : sortBy\ndescription : The property by which the returned list is sorted, default as 'baseMacAddress'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""baseMacAddress\"", \""aosVersion\"", \""activationStatus\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n"", ""name : sortOrder\ndescription : Sort order, default as 'asc'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""asc\"", \""desc\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n""]"
/tenants,/tenants.json/backoffice/clients/summary/{tenantId},GET,Get Client summary for Tenant,1,"[""name : tenantId\ndescription : ID of Tenant to fetch Client summary\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/tenants,/tenants.json/scope/{tenantId},PUT,Set Tenant Scope,1,"[""name : tenantId\ndescription : ID of Tenant to scope context\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/tenants,/tenants.json/scope/clear,PUT,Reset Tenant Scope to default,0,[]
/shards,/shards.json/{shardId},PUT,Update Shard,2,"[""name : shardId\ndescription : ID of Shard to be updated\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""description : Updated Shard\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : ShardDto\n""]"
/shards,/shards.json/{shardId},DELETE,Delete Shard,1,"[""name : shardId\ndescription : ID of Shard that needs to be deleted\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/shards,/shards.json/{shardId},GET,Get Shard,1,"[""name : shardId\ndescription : ID of Shard that needs to be fetched\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/shards,/shards.json/{shardId}/tenant/{tenantId},PUT,Assign Suspended Tenant to Shard,2,"[""name : shardId\ndescription : ID of Shard to which Tenant needs to be assigned\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""name : tenantId\ndescription : ID of Tenant to assign\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/shards,/shards.json/,GET,List all Shards,4,"[""name : start\ndescription : The start index of the return list, default as 0\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : int\n"", ""name : count\ndescription : The size of the return list, default as 50\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : int\n"", ""name : sortBy\ndescription : The property by which the returned list is sorted, default as 'name'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""name\"", \""capacity\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n"", ""name : sortOrder\ndescription : Sort order, default as 'desc'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""asc\"", \""desc\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n""]"
/shards,/shards.json/,POST,Add Shard,1,"[""description : New Shard\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : ShardDto\n""]"
/userproperties,/userproperties.json/dashboard/,GET,Get Dashboards for current User,0,[]
/userproperties,/userproperties.json/dashboard/,PUT,Save Dashboards,1,"[""description : Dashboards\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : UserDashboardDto\n""]"
/userproperties,/userproperties.json/grid/{gridName},PUT,Save Grid,2,"[""name : gridName\ndescription : Grid name\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""description : Grid\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : UserGridDto\n""]"
/userproperties,/userproperties.json/grid/{gridName},GET,Get Grid by name,1,"[""name : gridName\ndescription : Grid name\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/userproperties,/userproperties.json/preferences/,GET,Get current User's Preferences,0,[]
